"Vibe","ListenTime","RecentPopularity","AudienceInteraction","rank"
-0.689868628392043,-1.25294073140331,-3.76856585219898,-0.215917569647791,2
-0.0267330947240512,-1.81925108873571,-2.23015792849239,0.884341720118363,3
-3.49924941845249,-0.558550004412784,-3.15519146233621,1.69271527710945,4
-1.05136285338326,-1.03333291534975,-1.95205874790669,1.64554711102289,7
0.22703072864965,-1.12647155171794,-1.70974720647492,0.146674619552273,8
-1.09487997116315,-0.66767870906903,-1.13711802765974,1.20490286574432,10
1.19173001570379,-0.896316114439772,-1.37542932775486,-1.47393493581064,12
-0.64478431916398,0.478121544785735,-1.41737620848714,0.246210730642301,13
-0.351017512297224,-0.507926336804754,-0.919125313324363,0.195685065083816,16
-2.02858123852466,-0.218464718611561,-1.57187484465528,1.10377785739302,17
-1.04183554405633,-0.176353307660879,-0.813896081657072,0.989461593126837,19
-0.679313724288114,-1.01432807122055,-0.19044879471302,3.28726271678041,21
0.417494990852037,0.152194653399198,-0.26496386896348,-0.0874119192021024,27
-0.348530632458235,-0.641478669152092,-1.01537660472425,0.292753301727008,30
-0.867221897383854,-0.687320170017358,-0.0450176900639344,-0.830164582510392,33
0.214492244114773,-0.110923784020776,-0.824442665072133,-0.091725905274509,34
1.23061371619938,-0.580873202019077,0.367103791392763,1.87228579183313,39
1.12602881534316,0.935208368648393,-0.606787456172347,0.410047563521134,40
-2.23262594357026,0.991466180419136,-1.02440010318408,0.733481779679674,41
-0.582976327752088,-0.519126602879772,-0.60169076458394,-0.827285720640936,47
-0.639806667314621,-0.298176405629293,-0.236825380485388,-2.80632079612468,48
-0.564356274358829,0.0143123154500962,-0.156159457881065,0.0127326449014326,50
0.240001138153961,0.765642837033162,-0.456452378589469,0.238926578285222,51
-0.856213790080476,-0.409641050905559,0.293302600616153,-1.2110504731918,53
-0.00116113686975493,-0.489745690442951,0.0813289140814449,0.388872095862874,54
-0.0704700380203454,0.063924897277765,0.274249318242975,0.0152123658209398,60
0.901334954576986,0.395237084873937,0.399634223214857,0.291572559731018,62
-0.456897050791591,-0.124394405331745,1.63073840350781,-1.63895100165969,63
1.1730951616133,-0.665266437550018,0.940006413452342,1.06107722284478,64
-0.618817644191919,-0.626653722045401,-0.413773905198153,-0.22387201652093,65
-2.43713601298879,0.327294485124253,-0.262957974742271,0.643424445746723,67
-0.762878139150895,0.0422350441385365,1.90699576520095,0.598924700581975,68
0.755467587021652,1.33449245820593,-0.754034132846033,-0.0140781335696107,69
-0.599594573419006,0.864521798728603,-0.725070152733214,0.853754435900071,70
-0.894003167292408,1.16581956249802,1.42625509302993,-1.18358687428064,72
0.0242354773298945,6.10073922785819,0.527525383185752,-0.699968077582053,73
2.20212411535143,-1.01287578986998,0.241453962105751,0.809278819132081,74
0.494842937309864,-0.172946635495084,-0.100599881614765,-0.0457993167124498,76
-0.562779000012695,-0.922208089006216,-0.325745657202828,-0.505534914194019,78
0.592172971884811,0.187889081624118,-0.552911070728716,-0.515537312872736,79
0.707799049581903,-0.25666701939634,-0.098048678147026,0.191007085687664,80
-1.12908088536272,-0.236657227408003,0.825535214468483,0.946677146970887,82
-0.457740580676857,-0.181748231551793,0.42110700080393,0.127452465729422,83
1.25867903034881,-0.162002437217064,0.479100605398561,-0.245576831295016,84
-2.24964158711742,-0.729427707031584,-0.173052743235175,0.830707843997364,85
0.303166438522529,0.706459744365853,1.04867510389494,0.627529210488537,87
-0.0564345768209456,0.138725787460421,-0.528571278273938,0.506325883677341,88
-0.341762578318707,0.0871200239143012,-0.238421509334049,0.0119383684254224,89
-0.159438452761668,-0.499672005838582,-0.386245755440085,1.06286927401606,90
-0.0757596355295874,0.481788143322982,-0.136532522522873,0.279630503181506,91
0.0551245846182678,-0.647284205967813,0.469687507575101,-1.87619170395559,92
-0.776441913218969,0.986806405292046,-0.304747690817504,0.237069641650421,93
0.623880170895796,0.308894718746217,0.351471601377913,0.562640066892036,95
0.450132190702301,-1.1928697692347,2.08598028173779,2.60949084111677,96
-0.746248254377959,-0.407732751696725,0.696226790035348,-3.108037524065,97
0.318559982760358,-1.29988417658832,0.172428751157877,-2.00071695004631,98
